,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar
bitcount:BitCount8bit_fact:WP_parameter step2,Timeout,11.172670500199999,Timeout,10.1714975092,Timeout,10.1559728992,Timeout,10.19525862,Unknown,0.36579041630000003,Failure,5.494416443906977,Timeout,10.175547137199999,17.0,0.0,1.777778,0.0,23.0,189.0,3.0,0.0,0.0,bitcount.mlw,0.0,4.0,166.0,WP_parameter step2,0.0,0.0,3.0,66.0,3.0,144.0,192.0,0.0,4.0,0.0,0.0,340.0,BitCount8bit_fact,0.0,78.0,Unknown,0.170450763,0.0,0.0
bitcount:BitCount8bit_fact:nth_as_bv_is_int,Valid,0.34947162136,Valid,0.32021147200000005,Valid,0.5095233101666666,Valid,0.20248110558823532,Unknown,0.3547340746666667,Failure,5.3208539294,Timeout,10.1593202912,0.0,0.0,1.8,0.0,5.0,5.0,0.0,0.0,0.0,bitcount.mlw,0.0,1.0,5.0,nth_as_bv_is_int,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,10.0,BitCount8bit_fact,0.0,4.0,Valid,0.17834978445,0.0,0.0
bitcount:BitCounting32:WP_parameter count,Valid,0.23847632129629626,Valid,0.21372403808536586,Valid,0.23258142910714288,Timeout,10.2203885118,Unknown,0.354647065875,Failure,5.4505094652,Valid,1.5741550472,5.0,0.0,1.898305,0.0,22.0,59.0,1.0,0.0,0.0,bitcount.mlw,0.0,7.0,48.0,WP_parameter count,0.0,0.0,6.0,13.0,0.0,47.0,60.0,0.0,7.0,0.0,0.0,114.0,BitCounting32,0.0,34.0,Valid,0.18902638182258066,0.0,0.0
bitcount:BitCounting32:WP_parameter proof0,Timeout,11.188119091199999,Timeout,10.163276905199998,Timeout,10.1778923208,Timeout,10.1973122306,Unknown,0.35367364459210526,Failure,5.3353679064,Timeout,10.157693275,7.0,0.0,1.946237,0.0,17.0,93.0,2.0,0.0,0.0,bitcount.mlw,0.0,3.0,84.0,WP_parameter proof0,8.0,0.0,1.0,33.0,1.0,86.0,103.0,8.0,3.0,0.0,0.0,184.0,BitCounting32,0.0,45.0,Unknown,0.18867066100000002,0.0,8.0
bitcount:BitCounting32:WP_parameter proof1,Timeout,11.1605207444,Timeout,10.1674941354,Timeout,10.1662271036,Timeout,10.1927103712,Unknown,0.3529699754,Failure,5.5885620026,Timeout,10.1662374374,14.0,0.0,1.856115,0.0,22.0,139.0,3.0,0.0,0.0,bitcount.mlw,0.0,4.0,119.0,WP_parameter proof1,0.0,0.0,3.0,48.0,3.0,116.0,142.0,0.0,4.0,0.0,0.0,262.0,BitCounting32,0.0,68.0,Unknown,0.2109351345294118,0.0,0.0
bitcount:BitCounting32:WP_parameter proof2,Timeout,11.150424273800002,Timeout,10.1676073062,Timeout,10.1631002078,Timeout,10.1913803616,Unknown,0.38236089409999996,Failure,5.569738602060242,Timeout,10.1524736862,18.0,0.0,1.850649,0.0,23.0,154.0,3.0,0.0,0.0,bitcount.mlw,0.0,4.0,130.0,WP_parameter proof2,0.0,0.0,3.0,52.0,3.0,128.0,157.0,0.0,4.0,0.0,0.0,289.0,BitCounting32,0.0,76.0,Unknown,0.18591968469230774,0.0,0.0
bitcount:BitCounting32:WP_parameter proof3,Timeout,11.1548229592,Timeout,10.169141638000001,Timeout,10.1691048444,Timeout,10.2045266544,Unknown,0.411687248,Failure,5.6343891068000005,Timeout,10.1613455628,21.0,0.0,1.85625,0.0,23.0,160.0,3.0,0.0,0.0,bitcount.mlw,0.0,4.0,133.0,WP_parameter proof3,0.0,0.0,3.0,52.0,3.0,134.0,163.0,0.0,4.0,0.0,0.0,301.0,BitCounting32,0.0,82.0,Unknown,0.18679453914130437,0.0,0.0
bitcount:BitCounting32:WP_parameter prove,Timeout,11.1528070666,Timeout,10.1445414718,Timeout,10.172360661999999,Timeout,10.1969902592,Unknown,0.3823728935263157,Failure,5.614846049544304,Timeout,10.161981217400001,18.0,0.0,1.92233,0.0,16.0,103.0,3.0,0.0,0.0,bitcount.mlw,0.0,4.0,82.0,WP_parameter prove,0.0,0.0,3.0,38.0,0.0,92.0,106.0,0.0,4.0,0.0,0.0,202.0,BitCounting32,0.0,54.0,Unknown,0.2204335508571429,0.0,0.0
bitcount:Hamming:WP_parameter hammingD,Timeout,11.155281522200001,Timeout,10.164392541000002,Valid,7.517525910833334,Timeout,10.2238592798,Unknown,0.3547918022894737,Failure,5.664695149888889,Timeout,10.1602827388,2.0,0.0,2.055556,0.0,9.0,18.0,0.0,0.0,0.0,bitcount.mlw,0.0,3.0,14.0,WP_parameter hammingD,0.0,1.0,2.0,2.0,0.0,17.0,19.0,1.0,3.0,0.0,0.0,38.0,Hamming,0.0,14.0,Unknown,0.25134519866315796,0.0,1.0
bitcount:Hamming:WP_parameter numof_or,Timeout,11.1611829918,Timeout,10.1597893262,Valid,0.39133164268000004,Valid,0.6405813053999999,Unknown,0.3691928108125,Failure,5.514301951,Valid,0.24287234373684208,2.0,0.0,2.448276,0.0,9.0,29.0,0.0,0.0,0.0,bitcount.mlw,0.0,1.0,25.0,WP_parameter numof_or,1.0,0.0,1.0,2.0,1.0,41.0,30.0,1.0,1.0,0.0,0.0,72.0,Hamming,0.0,39.0,Unknown,0.20549042558823527,0.0,0.0
bitcount:Hamming:WP_parameter separation,Timeout,11.184361672799998,Valid,1.779179559,Timeout,10.1534267606,Timeout,10.2122193816,Unknown,0.37197489133333334,Failure,5.7108396593999995,Timeout,10.1630369954,1.0,0.0,2.625,0.0,6.0,8.0,0.0,0.0,0.0,bitcount.mlw,0.0,1.0,6.0,WP_parameter separation,0.0,1.0,1.0,4.0,0.0,12.0,9.0,1.0,1.0,0.0,0.0,22.0,Hamming,0.0,8.0,Unknown,0.21619271448717947,0.0,0.0
bitcount:Hamming:WP_parameter triangleInequalityInt,Timeout,11.151717139999999,Timeout,10.185408986199999,Valid,10.134985030600001,Timeout,10.1940916512,Unknown,0.38627421546666674,Failure,5.6827211266,Timeout,10.1634358074,2.0,0.0,2.273973,0.0,16.0,73.0,7.0,0.0,0.0,bitcount.mlw,0.0,8.0,71.0,WP_parameter triangleInequalityInt,0.0,7.0,0.0,10.0,0.0,86.0,87.0,7.0,8.0,0.0,0.0,174.0,Hamming,0.0,69.0,Unknown,0.19521996549999998,0.0,7.0
bitcount:Hamming:numof_ytpmE,Timeout,11.1460271612,Timeout,10.166761129399998,Unknown,1.0416900628461538,Valid,1.6983369588,Unknown,0.3500091462,Failure,5.3441939462,Timeout,10.153676894,1.0,0.0,2.0,0.0,8.0,11.0,0.0,0.0,0.0,bitcount.mlw,0.0,2.0,7.0,numof_ytpmE,0.0,0.0,2.0,1.0,0.0,11.0,11.0,0.0,2.0,1.0,0.0,23.0,Hamming,0.0,9.0,Unknown,0.19742373202898553,0.0,1.0
bitcount:Hamming:symmetric,Timeout,11.1583618768,Valid,2.576771718,Valid,8.995157735800001,Valid,10.869046324600001,Unknown,0.3669089787142857,Failure,5.499133628,Valid,0.24248700875757576,0.0,0.0,2.333333,0.0,4.0,3.0,0.0,0.0,0.0,bitcount.mlw,0.0,1.0,3.0,symmetric,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,8.0,Hamming,0.0,4.0,Unknown,0.21496867986274512,0.0,0.0
bitcount:Hamming:triangleInequality,Valid,0.1971824007777778,Valid,0.2040788462,Valid,0.21348640048387094,Valid,0.21500336805454548,Valid,0.18884378441379304,Valid,0.17252519840000002,Valid,0.19101191325000003,0.0,0.0,2.2,0.0,5.0,5.0,0.0,0.0,0.0,bitcount.mlw,0.0,1.0,5.0,triangleInequality,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,12.0,Hamming,0.0,6.0,Valid,0.16618407527536228,0.0,0.0
bitvector_examples:Hackers_delight:BP1,Timeout,11.1411382306,Timeout,10.1526843512,Unknown,5.7510078074,Valid,0.1692504935238095,Unknown,0.3481483883461539,Failure,5.4058490277,Valid,0.19034370553846153,5.0,0.0,1.952381,0.0,7.0,21.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,14.0,BP1,0.0,0.0,2.0,0.0,0.0,21.0,21.0,0.0,1.0,0.0,0.0,42.0,Hackers_delight,0.0,20.0,Unknown,0.15940330073333334,0.0,1.0
bitvector_examples:Hackers_delight:BP2,Timeout,11.122203304200001,Timeout,10.1388599288,Unknown,3.1763163064000004,Valid,0.17446711522222225,Unknown,0.34131129171428576,Failure,5.445457252,Valid,0.18549938116666667,5.0,0.0,1.952381,0.0,7.0,21.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,14.0,BP2,0.0,0.0,2.0,0.0,0.0,21.0,21.0,0.0,1.0,0.0,0.0,42.0,Hackers_delight,0.0,20.0,Unknown,0.15788317082608697,0.0,1.0
bitvector_examples:Hackers_delight:BP3,Timeout,11.1341434504,Timeout,10.1490974018,Timeout,10.1532626972,Valid,0.16246519413513516,Unknown,0.35101101471,Failure,5.439244593,Valid,0.1597859602894737,4.0,0.0,1.8,0.0,7.0,15.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,10.0,BP3,0.0,0.0,1.0,0.0,0.0,12.0,15.0,0.0,1.0,0.0,0.0,28.0,Hackers_delight,0.0,12.0,Unknown,0.1670969771304348,0.0,0.0
bitvector_examples:Hackers_delight:DM1,Timeout,11.140366877800002,Timeout,10.154062845,Unknown,0.642742689,Valid,0.15356421080357144,Unknown,0.34286191285714285,Failure,5.3821976712,Valid,0.15093590585365851,0.0,0.0,1.666667,0.0,5.0,6.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,6.0,DM1,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,11.0,Hackers_delight,0.0,4.0,Unknown,0.17403930027272727,0.0,0.0
bitvector_examples:Hackers_delight:DM2,Timeout,11.125762892999997,Timeout,10.1447864988,Unknown,0.5751584426666668,Valid,0.16092638369642856,Unknown,0.33349595152941175,Failure,5.3039431564,Valid,0.14851811614285715,0.0,0.0,1.666667,0.0,5.0,6.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,6.0,DM2,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,11.0,Hackers_delight,0.0,4.0,Unknown,0.16323301314666666,0.0,0.0
bitvector_examples:Hackers_delight:DM3,Timeout,11.128339342200002,Timeout,10.145871038000001,Unknown,1.4745628306,Valid,0.15353627766666667,Unknown,0.3323928404444445,Failure,5.2525778298,Valid,0.1583814208,0.0,0.0,1.571429,0.0,6.0,7.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,7.0,DM3,0.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,12.0,Hackers_delight,0.0,2.0,Unknown,0.1668982640229885,0.0,0.0
bitvector_examples:Hackers_delight:DM4,Timeout,11.138540927200001,Timeout,10.1389385116,Unknown,0.8117221994285714,Valid,0.1553500893488372,Unknown,0.3574741267142857,Failure,6.037740949818183,Valid,0.15533723233333332,0.0,0.0,1.571429,0.0,6.0,7.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,7.0,DM4,0.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,12.0,Hackers_delight,0.0,2.0,Unknown,0.15959239444827586,0.0,0.0
bitvector_examples:Hackers_delight:DM5,Timeout,11.134109651,Timeout,10.148143857,Unknown,0.8371472343222222,Valid,0.1539169456,Unknown,0.3425609414090909,Failure,5.595899445800001,Valid,0.1466528169032258,0.0,0.0,1.6,0.0,5.0,5.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,5.0,DM5,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,9.0,Hackers_delight,0.0,2.0,Unknown,0.21423494279999997,0.0,0.0
bitvector_examples:Hackers_delight:DM6,Timeout,11.128872834800001,Timeout,10.1709792334,Unknown,0.5832393325714286,Valid,0.1675095605,Unknown,0.3279582056363636,Failure,5.441744018,Timeout,10.1298110842,0.0,0.0,1.8,0.0,5.0,5.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,5.0,DM6,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,10.0,Hackers_delight,0.0,4.0,Unknown,0.1735255401707317,0.0,0.0
bitvector_examples:Hackers_delight:DM7,Timeout,11.143168856,Timeout,10.1453276206,Timeout,10.142239584999999,Valid,0.17048279743055555,Unknown,0.3541027234367817,Failure,5.3050321426,Valid,0.1882310612,0.0,0.0,1.8,0.0,5.0,5.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,5.0,DM7,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,10.0,Hackers_delight,0.0,4.0,Unknown,0.1555530292,0.0,0.0
bitvector_examples:Hackers_delight:DM8,Timeout,11.1294628388,Timeout,10.147443204800002,Unknown,3.8730555302,Valid,0.17361668356249998,Unknown,0.3473275300181817,Failure,5.3057104932,Timeout,10.1262020966,0.0,0.0,1.8,0.0,5.0,5.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,5.0,DM8,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,10.0,Hackers_delight,0.0,4.0,Unknown,0.1722980464,0.0,0.0
bitvector_examples:Hackers_delight:DMtest,Timeout,11.1243082714,Timeout,10.1568269088,Unknown,1.4389331676000001,Valid,0.15198045544444444,Unknown,0.390561124,Failure,5.61636748026087,Valid,0.1590919018181818,0.0,0.0,1.428571,0.0,8.0,7.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,7.0,DMtest,0.0,0.0,0.0,1.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,11.0,Hackers_delight,0.0,2.0,Unknown,0.15588354719999997,0.0,1.0
bitvector_examples:Hackers_delight:IE1,Timeout,11.137049260199998,Timeout,10.144306001999999,Unknown,0.6250912638333334,Valid,0.15242773459999998,Unknown,0.3464443886901408,Failure,5.7579127122000004,Valid,0.1403517508,0.0,0.0,2.333333,0.0,4.0,3.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,3.0,IE1,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,8.0,Hackers_delight,0.0,4.0,Unknown,0.17455875375,0.0,0.0
bitvector_examples:Hackers_delight:IE2,Timeout,11.1392572422,Timeout,10.1427990154,Unknown,0.6299517109999999,Valid,0.15769538224615384,Unknown,0.34235817435,Failure,5.298534731399999,Valid,0.15642146211363636,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,4.0,IE2,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,9.0,Hackers_delight,0.0,4.0,Unknown,0.1814743266,0.0,0.0
bitvector_examples:Hackers_delight:IE3,Timeout,11.136067237399999,Timeout,10.148897840600002,Unknown,3.498892341,Valid,0.16352537016666666,Unknown,0.35403103253703705,Failure,5.637696346142858,Valid,0.1578890708,1.0,0.0,2.111111,0.0,6.0,9.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,7.0,IE3,0.0,0.0,1.0,0.0,0.0,10.0,9.0,0.0,1.0,0.0,0.0,20.0,Hackers_delight,0.0,10.0,Unknown,0.17435566358536586,0.0,0.0
bitvector_examples:Hackers_delight:IE4,Timeout,11.126780092799999,Timeout,10.153144046600001,Unknown,7.2664613648,Valid,0.15431537039999998,Unknown,0.3452206115,Failure,5.441522372893617,Valid,0.1775270772142857,1.0,0.0,2.0,0.0,7.0,10.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,7.0,IE4,0.0,0.0,1.0,0.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,21.0,Hackers_delight,0.0,10.0,Unknown,0.15971206397916668,0.0,0.0
bitvector_examples:Hackers_delight:RS_left,Timeout,11.1453598248,Timeout,10.1449064434,Timeout,10.1629072,Valid,0.15086150587301586,Unknown,0.35439261120000004,Failure,5.58945831,Valid,0.14877179877777774,0.0,0.0,1.75,0.0,6.0,8.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,8.0,RS_left,0.0,0.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,0.0,0.0,15.0,Hackers_delight,0.0,3.0,Unknown,0.16017343992857141,0.0,0.0
bitvector_examples:Hackers_delight:RS_right,Timeout,11.136082751999998,Timeout,10.1357678986,Timeout,10.1563817706,Valid,0.18121516475,Unknown,0.3518464271492537,Failure,5.3698984804,Valid,0.14471434573913045,0.0,0.0,1.75,0.0,6.0,8.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,8.0,RS_right,0.0,0.0,0.0,3.0,0.0,6.0,8.0,0.0,1.0,0.0,0.0,15.0,Hackers_delight,0.0,3.0,Unknown,0.1583617903043478,0.0,0.0
bitvector_examples:Hackers_delight:SR1,Timeout,11.1282073234,Timeout,10.136975445000001,Timeout,10.1334499726,Valid,0.16389622593478265,Unknown,0.3524970013783783,Failure,8.137418150799999,Valid,0.17376075900000001,1.0,0.0,1.6875,0.0,9.0,16.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,14.0,SR1,0.0,0.0,1.0,3.0,0.0,12.0,16.0,0.0,1.0,0.0,0.0,28.0,Hackers_delight,0.0,8.0,Unknown,0.15674239091891892,0.0,1.0
bitvector_examples:Hackers_delight_mod:WP_parameter bp1,Timeout,11.1303034144,Timeout,10.149608548,Unknown,0.8714320575999999,Valid,0.16465070052941178,Unknown,0.33337195392857144,Failure,5.436095860792451,Valid,0.17336175420000002,5.0,0.0,2.058824,0.0,8.0,17.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,11.0,WP_parameter bp1,0.0,0.0,1.0,0.0,0.0,18.0,17.0,0.0,1.0,0.0,0.0,36.0,Hackers_delight_mod,0.0,18.0,Unknown,0.1742582367254902,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter bp1',Valid,0.1881239783448276,Valid,0.1772561925416667,Valid,0.25948418575,Valid,0.14496771248484852,Unknown,0.3406851229574468,Valid,0.7998280724285713,Valid,0.146347082462963,5.0,0.0,1.941176,0.0,8.0,17.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,11.0,WP_parameter bp1',0.0,0.0,1.0,0.0,0.0,17.0,17.0,0.0,1.0,0.0,0.0,34.0,Hackers_delight_mod,0.0,16.0,Unknown,0.1584965076666667,0.0,1.0
bitvector_examples:Hackers_delight_mod:WP_parameter bp2,Timeout,11.133004354399999,Timeout,10.1418236042,Unknown,3.2001225606000006,Valid,0.16612012524999997,Unknown,0.35728775364516135,Failure,5.352348660999999,Valid,0.17895052120000002,6.0,0.0,1.952381,0.0,8.0,21.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,13.0,WP_parameter bp2,0.0,0.0,1.0,0.0,1.0,21.0,21.0,0.0,1.0,0.0,0.0,42.0,Hackers_delight_mod,0.0,20.0,Unknown,0.16332980242253523,0.0,1.0
bitvector_examples:Hackers_delight_mod:WP_parameter bp3,Timeout,11.132476318200002,Timeout,10.1506961488,Timeout,10.148245264600002,Valid,0.159689771,Unknown,0.3543596186666667,Failure,5.2906261564,Valid,0.1577403836,4.0,0.0,1.866667,0.0,7.0,15.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,9.0,WP_parameter bp3,0.0,0.0,1.0,0.0,1.0,13.0,15.0,0.0,1.0,0.0,0.0,29.0,Hackers_delight_mod,0.0,13.0,Unknown,0.16966508268421052,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter dm1,Timeout,11.1306096738,Timeout,10.145266337399999,Unknown,0.59163258535,Valid,0.1502726135806452,Unknown,0.3746087060952381,Failure,5.3093196396,Valid,0.14725316455405407,0.0,0.0,1.666667,0.0,5.0,6.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,6.0,WP_parameter dm1,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,11.0,Hackers_delight_mod,0.0,4.0,Unknown,0.1658218349259259,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter dm2,Timeout,11.127732329,Timeout,10.132961834400001,Unknown,0.6012437568039215,Valid,0.15258458534920635,Unknown,0.35147378069696966,Failure,5.2902800243999994,Valid,0.15294004922580645,0.0,0.0,1.666667,0.0,5.0,6.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,6.0,WP_parameter dm2,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,11.0,Hackers_delight_mod,0.0,4.0,Unknown,0.16225477559999998,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter dm3,Timeout,11.1356520416,Timeout,10.1380693664,Unknown,1.5159164964285714,Valid,0.15065563620000003,Unknown,0.3527040549,Failure,5.47099001576087,Valid,0.15828063909302326,0.0,0.0,1.571429,0.0,6.0,7.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,7.0,WP_parameter dm3,0.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,12.0,Hackers_delight_mod,0.0,2.0,Unknown,0.1604139659552239,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter dm4,Timeout,11.1420411538,Timeout,10.153213683,Unknown,0.8539337893800001,Valid,0.15349418671428575,Unknown,0.33764712654545453,Failure,5.6067093492,Valid,0.1646126746875,0.0,0.0,1.571429,0.0,6.0,7.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,7.0,WP_parameter dm4,0.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,12.0,Hackers_delight_mod,0.0,2.0,Unknown,0.15077055420000002,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter dm5,Timeout,11.146060803200001,Timeout,10.150525399,Unknown,0.84134204223,Valid,0.15688352022222218,Unknown,0.3426455005306122,Failure,5.586304342,Valid,0.16085454774074073,0.0,0.0,1.6,0.0,5.0,5.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,5.0,WP_parameter dm5,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,9.0,Hackers_delight_mod,0.0,2.0,Unknown,0.2109583448,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter dm6,Timeout,11.143250421400001,Timeout,10.1532863964,Unknown,0.6290133237469879,Valid,0.15298124584375,Unknown,0.33778520827027037,Failure,5.4782747126,Timeout,10.1235896152,0.0,0.0,1.8,0.0,5.0,5.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,5.0,WP_parameter dm6,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,10.0,Hackers_delight_mod,0.0,4.0,Unknown,0.1716401519622641,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter dm7,Timeout,11.1375291568,Timeout,10.1487059706,Timeout,10.1574759828,Valid,0.16420481041176468,Unknown,0.36442441705714285,Failure,5.390554347,Valid,0.19537803666666667,0.0,0.0,1.8,0.0,5.0,5.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,5.0,WP_parameter dm7,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,10.0,Hackers_delight_mod,0.0,4.0,Unknown,0.1661707625319149,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter dm8,Timeout,11.128450131800001,Timeout,10.134472123399998,Unknown,4.09628600216,Valid,0.1791815706666667,Unknown,0.33994391358620685,Failure,5.597908692396551,Timeout,10.125602627400001,0.0,0.0,1.8,0.0,5.0,5.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,5.0,WP_parameter dm8,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,10.0,Hackers_delight_mod,0.0,4.0,Unknown,0.16431524764,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter dmtest,Timeout,11.143458792,Timeout,10.1477380014,Unknown,1.5506650839999998,Valid,0.15690877533333333,Unknown,0.34899545171428575,Failure,5.7601908404,Valid,0.1651970731612903,0.0,0.0,1.428571,0.0,8.0,7.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,7.0,WP_parameter dmtest,0.0,0.0,0.0,1.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,11.0,Hackers_delight_mod,0.0,2.0,Unknown,0.15980336442465753,0.0,1.0
bitvector_examples:Hackers_delight_mod:WP_parameter ie1,Timeout,11.140480986400002,Timeout,10.158833269799999,Unknown,0.685200715,Valid,0.15490671274358972,Unknown,0.35824168915555554,Failure,5.6724874100000005,Valid,0.1483926057037037,0.0,0.0,2.333333,0.0,4.0,3.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,3.0,WP_parameter ie1,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,8.0,Hackers_delight_mod,0.0,4.0,Unknown,0.166735923,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter ie2,Timeout,11.132908985799999,Timeout,10.152379622000002,Unknown,0.6530370378,Valid,0.15341514682000001,Unknown,0.37463606060000004,Failure,5.66101724,Valid,0.15392480308333334,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,4.0,WP_parameter ie2,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,9.0,Hackers_delight_mod,0.0,4.0,Unknown,0.16656545772058823,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter ie3,Timeout,11.126256775600002,Timeout,10.141276122,Unknown,3.6151996583999995,Valid,0.15612852783333336,Unknown,0.37632275407692306,Failure,5.578209275358974,Valid,0.16867400496774193,1.0,0.0,2.111111,0.0,6.0,9.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,7.0,WP_parameter ie3,0.0,0.0,1.0,0.0,0.0,10.0,9.0,0.0,1.0,0.0,0.0,20.0,Hackers_delight_mod,0.0,10.0,Unknown,0.14972832860000002,0.0,0.0
bitvector_examples:Hackers_delight_mod:WP_parameter ie4,Timeout,11.1377501646,Timeout,10.149721547999999,Unknown,7.616203172857142,Valid,0.15948681014634147,Unknown,0.34063562792857144,Failure,5.596561856866667,Valid,0.16732475855555556,1.0,0.0,2.0,0.0,7.0,10.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,7.0,WP_parameter ie4,0.0,0.0,1.0,0.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,21.0,Hackers_delight_mod,0.0,10.0,Unknown,0.1652073448939394,0.0,0.0
